strain,type,rating,effects,flavor
Green-Hornet,hybrid,4.2,"Euphoric,Uplifted,Relaxed,Giggly,Happy","Woody,Sweet,Pine"
Green-Kush,indica,3.8,"Euphoric,Hungry,Energetic,Relaxed,Focused","Citrus,Sweet,Earthy"
Green-Lantern,sativa,4.6,"Uplifted,Energetic,Talkative,Focused,Hungry","Citrus,Pine,Earthy"
Green-Line-Og,hybrid,5.0,"Happy,Relaxed,Sleepy,Hungry,Uplifted","Skunk,Sweet,Lime"
Green-Love-Potion,indica,4.1,"Creative,Hungry,Relaxed,Uplifted,Happy","Spicy,Herbal, Lavender, Sweet"
Green-Mango,indica,4.4,"Euphoric,Uplifted,Happy,Creative,Relaxed","Citrus,Woody,Earthy"
Green-Monster,hybrid,3.7,"Happy,Relaxed,Uplifted,Hungry,Giggly","Chemical,Tar,Earthy"
Green-Poison,indica,4.2,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Flowery,Sweet,Earthy"
Green-Python,indica,4.3,"Sleepy,Euphoric,Happy,Relaxed,Tingly","Woody,Sweet,Earthy"
Green-Queen,hybrid,4.2,"Happy,Hungry,Energetic,Euphoric,Creative","Citrus,Sweet,Pine"
Green-Ribbon,hybrid,4.2,"Energetic,Happy,Focused,Creative,Talkative","Flowery,Sweet,Earthy"
Gremlin,hybrid,4.4,"Euphoric,Relaxed,Uplifted,Aroused,Sleepy","Pungent,Citrus,Sweet"
Grilled-Cheese,hybrid,4.7,"Uplifted,Creative,Energetic,Euphoric,Focused","Pungent,Cheese,Pepper"
Grimace,indica,4.4,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Pungent,Sweet,Earthy"
Grimace-Og,indica,4.3,"Sleepy,Euphoric,Relaxed,Aroused,Happy","Pungent, Diesel, Spicy,Herbal"
Grimmdica,indica,5.0,"Euphoric,Relaxed"," Butter, Cheese,Earthy"
Griz-Kush,hybrid,4.5,"Happy,Euphoric,Creative,Uplifted,Energetic","Pungent,Lemon,Skunk"
Gsc,hybrid,4.5,"Relaxed,Happy,Euphoric,Uplifted,Creative","Pungent,Sweet,Earthy"
Gto,hybrid,4.0,"Energetic,Focused,Uplifted,Creative,Euphoric",Blueberry
Guard-Dawg,indica,4.2,"Happy,Relaxed,Sleepy,Euphoric","Diesel,Sweet,Earthy"
Guava-Chem,hybrid,4.5,"Relaxed,Creative,Happy,Focused,Euphoric","Chemical,Sweet,Tropical"
Guava-Gelato,hybrid,4.3,"Sleepy,Euphoric,Happy,Relaxed,Uplifted","Minty,Grapefruit,Tropical"
Guava-Kush,hybrid,4.1,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Peach,Sweet,Tropical"
Gucci-Og,hybrid,4.7,"Euphoric,Happy,Uplifted,Relaxed,Energetic","Lemon,Sweet,Pine"
Guido-Kush,indica,4.1,"Euphoric,Uplifted,Creative,Relaxed,Sleepy"," Sweet, Berry,Fruity"
Gumbo,indica,4.6,"Relaxed,Euphoric,Happy,Sleepy,Hungry","Flowery,Sweet,Earthy"
Gummo,hybrid,5.0,"Euphoric,Uplifted,Happy,Relaxed,Aroused","Citrus,Orange,Sweet"
Gummy-Bears,hybrid,4.2,"Relaxed,Uplifted,Happy,Euphoric,Sleepy","Berry,Strawberry,Sweet"
Gupta-Haze,hybrid,5.0,"Relaxed,Happy,Sleepy,Euphoric,Giggly","Citrus,Lemon,Earthy"
Gupta-Kush,hybrid,4.3,"Relaxed,Sleepy,Hungry,Aroused,Happy","Woody,Sweet,Earthy"
Guptilla,hybrid,5.0,"Happy,Relaxed,Euphoric,Focused,Sleepy","Pepper,Orange,Grape"
Gutbuster,indica,4.5,"Relaxed,Sleepy,Giggly,Tingly,Happy","Blueberry,Berry,Woody"
Hades-Haze,indica,4.7,"Relaxed,Sleepy,Talkative,Euphoric,Giggly","Minty,Citrus,Earthy"
Haleighs-Hope,hybrid,4.8,"Relaxed,Happy,Uplifted,Talkative,Euphoric","Pungent,Pine,Earthy"
Hammerhead,indica,5.0,"Sleepy,Aroused,Tingly,Relaxed,Uplifted","Berry,Diesel,Earthy"
Hannibal-Nectar,indica,4.4,"Uplifted,Euphoric,Happy,Sleepy,Creative","Strawberry,Vanilla,Earthy"
Haole,hybrid,4.1,"Euphoric,Relaxed,Happy,Uplifted,Creative","Pungent,Sweet,Earthy"
Haoma,indica,4.8,"Relaxed,Happy,Sleepy,Hungry,Uplifted","Citrus,Flowery,Earthy"
Haoma-Mist,hybrid,5.0,"Tingly,Happy,Relaxed,Uplifted,Euphoric","Citrus,Flowery,Sweet"
Hardcore-Og,indica,4.6,"Relaxed,Happy,Uplifted,Sleepy,Tingly","Berry,Sweet,Earthy"
Harle-Tsu,hybrid,4.4,"Relaxed,Happy,Uplifted,Focused,Euphoric","Earthy, Woody, Spicy,Herbal"
Harlequin,sativa,4.3,"Relaxed,Focused,Happy,Uplifted,Energetic","Woody,Sweet,Earthy"
Harlequin-Gdp,hybrid,4.2,"Relaxed,Talkative,Tingly,Energetic,Euphoric","Minty,Earthy"
Harley-Storm,sativa,4.8,"Relaxed,Uplifted,Creative,Euphoric,Happy","Spicy,Herbal, Sweet, Tropical"
Harley-Twin,sativa,5.0,"Uplifted,Creative,Energetic,Euphoric,Relaxed",Sweet
Harmonia,indica,4.3,"Relaxed,Happy,Uplifted,Focused,Sleepy","Tropical,Sweet,Earthy"
Harmony,hybrid,4.4,"Relaxed,Euphoric,Focused,Creative,Happy","Citrus,Woody,Lemon"
Harry-Potter,hybrid,4.8,"Relaxed,Happy,Uplifted,Creative,Giggly","Citrus,Lemon,Sweet"
Hash-Plant,indica,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy, Spicy,Herbal, Diesel"
Hashbar-Og,indica,4.5,"Euphoric,Happy,Relaxed,Creative,Focused","Sweet,Skunk,Earthy"
Hashberry,indica,4.3,"Relaxed,Euphoric,Hungry,Happy,Focused","Berry,Sweet,Minty"
Hashplant-Haze,sativa,4.4,"Happy,Uplifted,Relaxed,Euphoric,Sleepy","Blueberry,Orange,Sweet"
Hawaii-78,sativa,4.8,"Creative,Euphoric,Happy,Relaxed,Sleepy","Tropical,Sweet,Pineapple"
Hawaiian,sativa,4.2,"Uplifted,Relaxed,Euphoric,Talkative,Giggly","Citrus,Sweet,Tropical"
Hawaiian-Cookies,hybrid,4.6,"Happy,Relaxed,Creative,Energetic,Aroused","Citrus,Sweet,Pineapple"
Hawaiian-Delight,indica,3.8,"Happy,Relaxed,Aroused,Uplifted,Euphoric","Pungent,Diesel,Sweet"
